well_id,date,oil_rate_bopd,gas_rate_mscfd,water_cut_frac,tubing_pressure_psi,casing_pressure_psi,choke_size_64ths,gorp_factor,oil_gravity_api,produced_water_salinity_ppm,downhole_temperature_C,downhole_pressure_psi,CO2_fraction,H2S_fraction,sand_production_rate_lbs_day,ESP_current_amp,ESP_voltage_volts,pump_efficiency_frac,downtime_hours
WELL-1000,2021-05-29,765.0,6041.1,0.21,4585.38,917.58,29220.436829832517,0.71,,44645.3,56.64,2872.46,0.036,0.004,48.66,68.98,449.46,0.906,17.31
WELL-1000,2021-05-30,2857.7,8551.4,0.19,1154.22,2407.67,21.8,N/A,34.4,44680.1,100.6,3769.29,,0.009,35.35,52.04,181.32,0.839,8.01
WELL-1000,2021-05-31,1746.2,7036.2,0.29,2488.2,1554.89,NULL,0.907,39.0,47088.5,81.36,5647.9,0.011,0.001,10.64,NULL,370.79,0.628,8.24
WELL-1000,,859.2,5928.0,0.42,3601.41,1008.55,46.8,,23.0,18954.5,71.4,2298.05,0.039,0.006,61682.44278054861,XYZ,405.55,0.759,XYZ
WELL-1000,,1960.1,2322.1,0.24,1425.97,2715.59,53.4,0.839,38.7,49778.1,76.88,3420.45,0.048,0.007,67.17,37.96,ERROR,0.552,10.37
WELL-1000,2021-06-03,809.5,3528.0,0.13,2637.28,1149.34,20.3,1.574,22.2,14334.7,53.71,4154.05,0.044,0.0,72.85,92.75,,0.665,15.68
WELL-1000,2021-06-04,2622.2,7995.8,0.23,2024.72,1475.99,19.5,0.982,25.7,40011.5,109.05,4092.41,0.013,0.0,99.17,97.4,214.41,0.638,21.24
WELL-1000,2021-06-05,2798.9,3280.2,0.21,4014.5,1924.68,23.0,1.329,32.9,12130.4,64.93,2759.66,0.006,0.006,16.19,37.83,158885.23707026584,0.774,18.52
WELL-1000,2021-06-06,509.4,XYZ,242.34075732749895,3626.51,2684.49,,NULL,NULL,46249.9,59.65,2078.09,N/A,0.007,52.02,27.06,349.34,0.919,23.63
WELL-1000,2021-06-07,,4642.6,0.28,,2439.52,25.2,0.719,32.9,29532.9,110.84,680422.6836210917,0.024,0.007,23.2,,185.18,0.926,13.25
WELL-1000,2021-06-08,2616.8,NULL,0.31,1431.29,1116.05,32.0,0.964,22.4,19946.1,90.13,2082930.0854215953,4.840673194086959,0.001,ERROR,8.49,165.49,0.525,ERROR
WELL-1000,2021-06-09,741.8,2615.4,0.33,2031.58,1786.81,,1.985,26.9,27061.3,89.52,ERROR,0.019,N/A,13.28,55.75,479.07,ERROR,6.37
WELL-1000,2021-06-10,2906.9,,NULL,4818.12,NULL,15458.10118266802,1.768,35.3,40283.5,113.37,2783.21,0.003,N/A,37.76,87.89,,0.727,0.55
WELL-1000,2021-06-11,,9125.5,0.12,3962.74,XYZ,44.6,1.472,34.6,33226.0,XYZ,2495.7,0.018,0.003,82.21,N/A,314.84,0.742,13.98
WELL-1000,2021-06-12,2335.3,1453.2,XYZ,4437.94,1474.77,49.6,1.07,37.3,21574444.413685635,67.02,5337.37,0.039,0.005,20.11,77.69,520.46,0.566,20.69
WELL-1000,2021-06-13,825.8,8069.1,0.31,3006.38,2606.26,15.4,1.003,35.1,,NULL,5348.37,14.419736475008037,0.008,41.67,,539.25,0.957,0.14
WELL-1000,2021-06-14,1689.9,8857.0,0.15,3864.71,,,1.437,21.9,46811.4,89.68,1944291.4752259494,0.042,0.001,52.01,94.07,205.36,0.527,NULL
WELL-1000,2021-06-15,684.7,6864.9,,2464.04,1174.67,25.4,0.817,38.4,16088.8,N/A,3576.53,,0.01,99.01,59.07,291.68,0.623,9.99
WELL-1000,2021-06-16,1498.5,,0.16,3933.47,1590.12,46.3,0.959,,25298.1,,3074.19,0.033,0.007,41.23,74.69,258.07,0.764,7.01
WELL-1000,2021-06-17,2355.4,3732.8,0.11,1414.28,581.05,19497.41723720162,1.176,26.8,47490.4,91.76,3097.52,0.034,0.002,47.0,29.0,229.04,0.972,20.37
WELL-1000,2021-06-18,1657.8,9881.5,0.49,1604.78,544.48,11.4,0.876,29.5,21158.8,70.3,3797.34,0.028,0.008,58.44,88.72,236.57,0.539,
WELL-1000,2021-06-19,2336.5,7985.0,0.44,3844.13,1666.95,23.3,1.507,37.6,34454.5,71.68,3515.79,0.028,0.007,12.62,58.7,338.17,,7.97
WELL-1000,2021-06-20,2724.5,5539.2,0.3,4843.73,1637.42,14.9,0.531,22.1,46625.5,71.25,2147.42,0.042,0.001,93.66,46.55,298.6,,4.98
WELL-1000,2021-06-21,732.5,1329.0,0.34,3371.03,2960.39,38.5,1.619,33.5,N/A,XYZ,3020.27,0.028,0.001,41.48,27.25,234.79,0.58,19.3
WELL-1000,2021-06-22,564.0,3438.9,0.17,1667.7,1485.44,48.9,1.532,,26744.2,52.69,3519.96,0.017,NULL,NULL,94.97,465.65,0.511,9.74
WELL-1000,2021-06-23,1043.9,8086.9,0.47,3815.43,1834.72,18.1,1.776,39.5,25473.5,63.24,2332.67,0.027,0.002,48.4,6.17,375.03,261.2849839681762,14.01
WELL-1000,2021-06-24,1063.6,,0.16,4687.33,603.99,10973.828734971175,,32.4,48922.6,116.37,3139.38,3.2302249023910172,1.4189139306287115,75.57,59.0,382.86,0.963,8.75
WELL-1000,2021-06-25,1558.7,ERROR,XYZ,2347.24,1048.67,45.5,0.564,22.2,19389.8,115.86,3128.19,1.479375243204947,0.009,58.33,19.15,155.19,0.852,6.06
WELL-1000,2021-06-26,1882.7,1743.1,0.21,3750.76,2265.75,36.3,0.988,24.7,16232.5,52.55,5053.88,0.015,0.005,68.07,28.11,248775.39460099372,0.636,
WELL-1000,2021-06-27,2615.2,7733.1,0.29,1748.87,,18.8,1.218,22.3,11797622.449257404,86.72,4698.43,0.026,0.0,23.34,70.03,103.52,0.714,
WELL-1000,2021-06-28,,5725.3,0.32,256695.8930856723,,35.8,609.9393121407463,23.8,25139.1,60.2,2195.99,0.016,0.001,92.57,58.79,199.14,0.58,9.81
WELL-1000,2021-06-29,2235.8,4594.3,0.28,3393.01,665439.8981857783,33.5,1.269,24.0,43378.8,55.73,2316.8,0.029,0.003,0.87,96.38,384.23,0.839,22.57
WELL-1000,2021-06-30,1046.7,,0.25,N/A,2174.6,30.2,1.822,,10035.7,ERROR,5808.11,0.014,0.01,38.96,ERROR,237.68,,7.33
WELL-1000,2021-07-01,1670.5,4045.1,0.33,,596.65,12.9,1.144,,35965.6,50.24,5462.08,0.049,0.003,2469.2396240221033,76.18,XYZ,0.95,15.67
WELL-1000,2021-07-02,586.5,7430.0,0.18,1969.89,948.59,39284.77535558194,0.599,16419.792338015963,23790.3,69.86,3756.79,0.023,0.0,99.08,NULL,427.81,XYZ,9.46
WELL-1000,2021-07-03,,2923.3,0.31,593542.9795186813,2899.64,18.2,1.537,39.3,20646.7,119.33,,0.048,0.001,19.4,72.07,557.36,0.88,ERROR
WELL-1000,2021-07-04,879.6,7245.5,0.46,3695.64,1215.59,9.6,0.555,29.7,42817.9,55.51,NULL,0.046,0.003,65.44,27.52,218.38,ERROR,
WELL-1000,2021-07-05,705.0,7458.3,,4666.53,2055.53,39.0,1.572,36.1,,97.45,4996.22,0.016,0.003,95.87,15.14,581.99,N/A,2841.5025515747693
WELL-1000,2021-07-06,2384.0,,0.21,1022.45,2080.72,13.6,1.339,23.9,36084.4,89.82,5544.12,0.024,,,34.03,595.2,0.648,16.62
WELL-1000,2021-07-07,1682.8,2616.4,0.22,3439.17,2104.46,8.7,1.122,20.9,21640944.982948706,90.83,5601.73,0.03,1.8434644744050377,63.55,24.28,412.02,,20537.65918342186
WELL-1000,2021-07-08,1200.6,2399.4,0.11,XYZ,2369.49,54.1,1.07,21.1,32946.3,59.53,,0.04,0.008,21.6,86.62,273.07,0.738,19.63
WELL-1000,2021-07-09,1372.6,8594.8,XYZ,4630.85,1236.03,59.6,1.813,22.1,42317.9,99.69,4488.53,0.007,0.003,26.6,16440.052919063164,260.06,0.916,13.23
WELL-1000,2021-07-10,1320.0,XYZ,0.17,,1351.86,18.9,1.965,27.7,21308.4,81.12,4159.26,0.002,0.001,91857.23780503664,72.76,540.84,0.664,12.79
WELL-1000,2021-07-11,2149.4,3094.3,0.43,2918.91,2471.92,XYZ,1.179,26.3,47081.1,68.43,,0.038,ERROR,0.86,83.76,74778.49340931945,0.626,11.38
WELL-1000,2021-07-12,,7420.9,0.43,2867.69,,60.3,1.829,21.7,15718.5,NULL,3349.58,0.014,0.004,72.37,NULL,114.17,0.701,14.02
WELL-1000,,1609.3,4385.2,0.27,2222.23,984.35,57.3,1.114,37.8,45231.5,81.18,3402.75,0.014,0.002,50.97,55.79,481.27,0.68,8.27
WELL-1000,2021-07-14,,3972.8,0.2,1862.4,682.88,17.8,366.93760506586676,XYZ,30934.0,103.82,2907.03,0.043,1.886959165966791,36.83,72.44,507.89,NULL,14767.99454310011
WELL-1000,2021-07-15,N/A,4013.4,ERROR,1356.56,2288.84,20.7,0.659,NULL,12017048.738788424,98.12,5335.97,0.048,0.006,51910.61895807012,56.51,322.77,0.566,7.62
WELL-1000,2021-07-16,1395.2,1398.8,0.13,1486.99,1770.88,26.4,1.061,32.9,27395.6,71.16,5743.74,0.037,0.01,13.03,19.09,379.47,0.881,5.04
WELL-1000,2021-07-17,,N/A,0.47,2724.08,,43.2,1.452,25.2,25655.7,118.81,332413.8660067703,0.026,0.007,9.96,93.37,209.91,0.86,4.72
WELL-1000,2021-07-18,160747.82242481227,XYZ,0.15,4023.22,2447.68,63.4,1.974,30.1,31489.8,81.64,3015.37,N/A,0.002,63.13,42.76,388.94,0.983,0.28
WELL-1000,2021-07-19,N/A,1869.0,0.12,1246.36,2757.56,15913.820902410576,1.606,30.7,24850.1,106.69,4126.2,0.004,0.004,41.89,67.98,295.7,0.889,0.94
WELL-1000,2021-07-20,1483.8,9378.4,0.48,1122.86,2653.75,45.8,1.787,30.9,14398.1,82.75,5964948.821992419,0.039,0.007,29.92,13.86,,,12.38
WELL-1000,2021-07-21,1925.3,9669.4,0.14,3293.7,1194.55,25.7,1.406,33.2,39511.4,,2004.46,0.036,0.001,36290.85690702217,55.55,407.56,0.564,20.77
WELL-1000,2021-07-22,1804.1,9983.5,0.15,3126.11,,62.4,1.689,25.9,19450751.901760165,112.2,4213.65,0.011,0.003,36.56,82.16,,0.772,22.0
WELL-1000,2021-07-23,1443.6,3045.6,0.44,1715.8,1832.89,,0.714,29.2,47089.7,94.0,XYZ,0.012,0.005,83.12,52.54,462765.4323010589,0.51,3.35
WELL-1000,2021-07-24,2185.9,5402.1,0.15,2108.57,2270.7,19.3,1.817,7683.007422307578,29490.8,N/A,4732.28,0.036,1.0931826098405806,71.85,54.44,404.41,0.836,7837.15009062128
WELL-1000,2021-07-25,885.4,9226.3,,4321.06,2512.22,50.2,1.736,,3625941.981419208,60.58,2160.68,0.011,0.004,30.78,97.64,522.64,0.75,23.92
WELL-1000,2021-07-26,1402.6,6968.1,0.45,XYZ,597.53,42.7,0.891,29.7,47485.2,55.8,3010.95,0.044,3.482552901208696,61.22,96.08,221.39,0.53,XYZ
WELL-1000,2021-07-27,515.8,6774.4,0.33,4357.52,NULL,40.8,1.913,29.9,NULL,108.86,4449.88,N/A,0.005,47.31,21.76,216.58,67.14028836153278,7.87
WELL-1000,2021-07-28,588053.2272740992,8372.0,0.35,3608.55,2899.22,,1.162,20.0,38076.2,91.63,3619.06,0.014,ERROR,,6.81,369.68,0.821,
WELL-1000,2021-07-29,2819.3,6578.9,N/A,2064.92,1368.46,,0.951,33.7,44829.6,83.89,5484.76,0.039,0.006,27.16,56.24,435.19,0.618,
WELL-1000,2021-07-30,1214.6,8993.8,0.12,2154.52,1186.24,49.3,0.537,26.1,22640.1,74.08,3327.61,0.042,0.005,46.08,7.02,292.03,0.922,6.17
WELL-1000,2021-07-31,1265.6,3822.3,0.42,1010.32,1979.55,61.9,1.843,20.8,NULL,107.69,3280.11,0.034,0.002,55.73,88.35,132955.61155288975,0.649,18.88
WELL-1000,2021-08-01,729.6,2369.5,0.46,1241997.8441918045,1102.62,24.3,N/A,30.1,27723.1,59.74,5439.3,0.013,0.003,,84.2,166.47,0.61,23.26
WELL-1000,2021-08-02,2754.9,6668.4,0.14,881520.5764412467,1214.65,10.0,0.665,34.1,18479.3,108.84,2318.11,0.009,0.006,52.07,33.62,280.5,0.511,1.58
WELL-1000,2021-08-03,XYZ,6568.3,0.36,4556.05,2088.08,60.8,,34.3,37965.0,85.31,4428.71,0.005,0.004,95.69,93.71,218.02,0.961,8.98
WELL-1000,2021-08-04,696.4,4788.9,XYZ,1171.05,538.51,53.6,0.532,25.1,49470.1,113.0,5409.93,0.023,0.006,31.76,34.04,246.73,0.764,2.62
WELL-1000,2021-08-05,2110.2,3528.4,0.38,2937.31,2856.61,60.5,676.4591238354423,24.1,45162.3,93.16,2060.95,0.006,0.002,2.64,13.8,ERROR,0.603,3.67
WELL-1000,2021-08-06,2219.6,1885.1,0.46,2052.3,2745.38,60.1,1.595,29.8,25885.9,102.54,2341.63,0.029,0.007,68.12,36.72,217.35,0.698,8.05
WELL-1000,2021-08-07,1597.2,4107.6,0.49,2210.11,NULL,27887.175487864413,1.387,37.6,44844.9,XYZ,4657.96,0.045,0.006,30.08,,306.0,0.887,4.18
WELL-1000,2021-08-08,2304.5,5935.5,0.42,N/A,1289.61,50.8,1.952,,47224.7,78.41,XYZ,0.046,0.001,55.6,,516.89,0.61,16.79
WELL-1000,2021-08-09,2694.3,7137.2,0.46,3430.66,2801.92,56.7,0.986,39.7,23684.1,106.8,3962.94,0.042,0.007,,12339.813228847392,161.57,0.649,13.54
WELL-1000,2021-08-10,2524.8,9205.4,0.38,2055.98,1571.23,22.9,1.002,35.1,29919.3,101.05,3520.27,6.298121389465313,0.008,73.23,85.23,476.42,0.849,17.3
WELL-1000,2021-08-11,1071.3,6230.6,0.13,1903.87,,38.5,1.483,30.0,27965.8,71.14,4107.7,0.004,,84.88,ERROR,188.23,0.672,5.17
WELL-1000,2021-08-12,1984.4,5636.2,0.41,1969.45,2828.75,33.5,,37.3,N/A,94.46,3030.03,0.037,0.004,17.67,NULL,392.41,,
WELL-1000,2021-08-13,1048.0,,0.15,4155.79,2024.81,8.5,0.777,25.9,18372.9,60.3,2589.59,0.032,0.004,69.18,69.34,375.75,0.742,9.96
WELL-1000,2021-08-14,717.1,,0.1,2115.36,608.13,38.3,1.895,26.0,16012.7,,4565.83,7.634500807228235,0.002,ERROR,79.71,291.29,0.704,20.9
WELL-1000,2021-08-15,919.8,3228.3,0.35,1384.72,1763.07,20.9,0.539,27.3,42763.2,56.14,4611.57,,0.004,ERROR,39.57,N/A,0.555,11.41
WELL-1000,2021-08-16,1203.9,4359.7,0.29,4512.49,N/A,20.0,0.602,35.8,32197.3,57.84,2662.64,0.012,0.008,41.36,44.23,297.77,0.642,2.69
WELL-1000,2021-08-17,,8832.8,,409457.68220500776,2599.39,48.3,0.896,33.9,27107.7,XYZ,2333.5,0.024,0.001,XYZ,65.63,596.08,0.655,23.03
WELL-1000,2021-08-18,2528.1,1406.4,0.26,3791.28,1995.1,40.8,1.992,37.0,37303.5,73.54,XYZ,NULL,N/A,60.06,,531.04,0.823,0.39
WELL-1000,2021-08-19,1744.9,2514.9,0.18,,2265.34,38.7,1.216,22863.655553242843,31295.3,55.09,5366.1,0.037,0.003,1.01,72.19,144.43,0.919,8.99
WELL-1000,2021-08-20,2423.2,4738.3,0.12,1690.64,785.25,35.2,0.73,36.9,38952.2,,2367.66,ERROR,0.003,87.64,88.78,239844.11640665564,0.999,11.74
WELL-1000,2021-08-21,1565.7,6021.4,0.49,1683.65,,22.4,1.758,28.5,ERROR,,4563.65,0.03,0.008,16.57,84.62,349.78,0.774,3.04
WELL-1000,2021-08-22,1504.7,4706.2,,3562.36,1758.85,56.8,0.963,37.9,ERROR,94.82,5866.84,0.042,0.01,1.33,,323.66,0.741,17.79
WELL-1000,2021-08-23,ERROR,9849.4,0.2,4697.55,684.98,36.6,1.735,20.9,11885.2,53.65,5345.06,0.012,0.008,5.35,NULL,320.77,0.628,18.4
WELL-1000,2021-08-24,1317.0,5527.9,0.22,NULL,,43.8,0.541,29.4,12785.3,,3983.37,2.8785785705457196,0.0,,79.84,102.18,0.933,2.52
WELL-1000,2021-08-25,679.2,8240.2,0.19,3163.31,644.76,24.3,1.013,,13038.8,8606.804655269189,3459.82,0.035,0.004,71.88,33.6,461.76,0.749,23.04
WELL-1000,2021-08-26,2282.6,9186.3,0.28,1005905.1281376559,1289.76,44.5,0.647,22.9,20289.5,112.11,4334.48,0.003,0.001,69.77,54.21,ERROR,0.545,ERROR
WELL-1000,2021-08-27,1062.6,5522.3,0.21,4236869.228919,1218.66,37.5,1.298,38.5,43759.1,68.86,5166.35,0.004,0.004,42.59,20.04,ERROR,0.61,4.31
WELL-1000,2021-08-28,ERROR,7962.1,0.19,1802.03,2053.11,15.6,1.307,25.7,39534.0,99.18,4597.85,0.005,0.009,,93.5,N/A,0.639,0.51
WELL-1000,2021-08-29,1995.8,3261.1,0.18,4503.1,1530.47,18.5,1.051,30.1,9163828.461643917,74.12,4427.4,0.007,0.003,84.36,19.49,ERROR,0.985,23.14
WELL-1000,2021-08-30,714.9,8825.2,0.28,2875.57,2554.69,37.4,0.88,27.5,12013.9,82.86,4339.19,0.033,1.1449603032267544,63.2,38.19,,0.927,
WELL-1000,2021-08-31,,4659.0,0.3,4518.21,759.29,11.1,1.018,23.8,48721.2,113.83,3786.86,0.02,0.005,59.09,18.54,526.82,0.717,16.42
WELL-1000,2021-09-01,1203.1,NULL,0.32,4633.5,1867.25,14.7,0.532,27.4,,80.93,5497.96,0.022,0.0,84.81,45.53,483.57,0.736,17.37
WELL-1000,2021-09-02,2799.4,6565.7,0.43,3822.26,968.67,10.8,0.786,18861.3353068278,47131.9,83.2,4227.28,0.025,0.003,13.02,17.64,494.33,0.991,4.19
WELL-1000,,1726.8,3058.0,0.27,3352.5,1709.4,22.9,1.804,34.0,38208.6,79.08,5992.61,0.05,0.009,37.37,20.81,270.35,533.6555068807329,19.18
WELL-1000,2021-09-04,1377.9,8650.9,0.49,4123.89,2340.07,57.7,1.691,15473.411494363769,23814.0,65.0,3237.45,0.032,0.002,46.52,56.04,398.36,0.98,ERROR
WELL-1000,2021-09-05,2684.3,3319.9,0.25,1946.55,1140.33,42.9,1.702,31.0,49771.6,XYZ,3716.69,0.027,0.004,0.67,35.28,376332.72580536496,0.758,18.67
WELL-1000,2021-09-06,,3357.6,0.22,2857.2,1720.8,45.8,N/A,29.2,40336.4,92.04,3486.4,0.048,0.002,35.88,6.13,,0.606,20.3
WELL-1000,2021-09-07,1311.9,4170371.298610096,0.37,2476.88,2186.39,,0.977,39.2,21507968.760167476,98.28,2023.81,0.027,,80.56,90.49,568.59,0.662,4.23
WELL-1000,2021-09-08,2112.0,2226.2,0.34,1320.86,1996.38,40.7,1.31,,15539.0,98.26,2554.68,0.023,0.008,60.05,5.19,,0.549,17.15
WELL-1000,2021-09-09,1488.2,4685.2,0.31,3150.38,2522.81,9392.632073821707,1.734,27.9,11281.3,75.43,4954.98,0.016,0.001,20.27,38.13,213.29,0.508,2252.7849955339075
WELL-1000,2021-09-10,1417.9,7998.4,0.19,3493.8,2051.94,,749.8518249288546,29.4,43528.4,96.0,5604.55,0.008,0.001,23.27,84.8,118.6,0.512,21.64
WELL-1000,2021-09-11,NULL,N/A,0.13,2107.83,1868.0,19.0,,35.4,28999.8,98.21,3135.78,0.019,0.002,69.67,32.43,510.78,NULL,7.28
WELL-1000,2021-09-12,2628.9,4132.4,0.27,4640.86,2305915.3158366713,54.3,1.64,22.9,10668.1,117.28,2498.5,0.023,0.008,44.3,12.31,450.05,NULL,21.9
WELL-1000,2021-09-13,660806.1147745757,5550.4,0.43,2060.59,1232.56,12.3,,35.9,34591.2,40365.92393053714,3592.32,0.005,0.001,54.5,ERROR,563.56,0.722,7.28
WELL-1000,2021-09-14,2628.9,2419674.2166466587,0.27,3611.6,2403.72,34.0,1.749,,ERROR,106.24,3379.68,0.028,N/A,50.14,74.72,223393.82104773092,0.585,11.43
WELL-1000,2021-09-15,1317.8,3700099.9584326074,0.12,1948.17,ERROR,14.3,190.039209971447,34.4,45903.0,76.38,2528.7,0.043,0.001,34.4,21.94,380.56,0.856,3.49
WELL-1000,2021-09-16,726.7,7175.0,0.16,3906.31,2210.74,53.4,1.121,,26490.3,,3224.6,0.014,0.008,4.23,51.4,252.16,0.583,19.96
WELL-1000,2021-09-17,2369.2,984951.4093346248,0.41,1885.11,725.02,33.3,1.029,,20147.3,99.74,5242.82,0.044,0.008,47.88,68.64,449.03,0.813,23.93
WELL-1000,2021-09-18,1291.3,NULL,0.24,XYZ,592.92,11.8,0.728,26.7,48464.4,15423.879980541557,2735.48,ERROR,0.006,43.8,72.73,308.72,0.864,17.48
WELL-1000,2021-09-19,140971.6800810589,5134.2,0.16,1750.69,1818.26,53.9,1.59,36.0,28256.6,78.05,5659.57,0.046,0.004,16.99,28.33,315.95,0.531,19.81
WELL-1000,2021-09-20,808.8,1436.5,0.26,,1629.61,,1.158,25.0,22482.7,67.43,5120.85,0.041,0.007,47.48,41.26,199.97,0.985,13.07
WELL-1000,2021-09-21,2308.8,9079.6,187.3553213429832,1315.03,2231.22,45.1,1.243,29.1,43959.7,,3862.18,47.955946874333925,0.005,79.86,14.42,338.78,0.964,8.97
WELL-1000,2021-09-22,2675.4,2698.4,NULL,4007.8,,9.1,1.86,20.5,32898.2,85.8,4920.01,0.027,0.01,8.45,32.23,,313.47795065927494,14.02
WELL-1000,2021-09-23,1589.2,2421.7,0.43,ERROR,2381.09,23.5,0.879,32.4,,ERROR,3844.67,0.004,3.64949938554049,46.32,97.41,436.01,693.1721777811038,13366.45094934649
WELL-1000,2021-09-24,N/A,9566.9,0.46,1399.84,1796.65,51.1,1.099,NULL,29907.5,62.72,2529.13,0.049,NULL,54.09,79.91,514.85,0.989,4.31
WELL-1000,2021-09-25,2830.2,5118.3,0.3,2363.66,N/A,18.8,0.55,28.4,29926.7,75.71,3102.82,0.002,0.003,66.21,17.65,212.75,0.956,10.67
WELL-1000,2021-09-26,1069.6,4821.6,0.11,4040.15,2489.81,37.7,1.293,XYZ,,78.46,4040.55,0.047,0.003,53.62,83.55,353.59,0.743,1.16
WELL-1000,2021-09-27,2018.2,8335.8,0.15,,1100.86,NULL,N/A,23130.949648278187,30701.1,58.41,3803.48,0.027,0.007,,45.82,120.38,0.99,10.45
WELL-1000,2021-09-28,1440.9,4908.6,0.2,,2345.67,47.1,1109.6081521367676,34.0,,78.82,2290.43,0.029,0.008,0.11,86.98,303.2,231.60673367050595,7.18
WELL-1000,2021-09-29,542.2,5006.2,0.21,2593.09,2851.87,29.8,1.961,30.1,27593.8,85.28,3219.5,0.036,0.01,49.14,35.64,112.42,,4.26
WELL-1000,2021-09-30,1341.6,9013.4,0.34,2293.74,1621.29,44.3,1.521,27.9,47482.0,51.41,4946.46,0.797151552288692,0.009,4.44,8.94,314.5,0.921,13.45
WELL-1000,2021-10-01,2745.9,2601.3,0.42,1173.78,2201.72,17.7,NULL,30.1,13230.7,118.21,NULL,0.001,0.008,47.95,71.23,394.8,0.751,20.58
WELL-1000,2021-10-02,1778.5,3775.5,0.25,3216.36,1775.91,13.5,XYZ,5398.875649822645,34650.7,100.89,1997062.6073895763,ERROR,0.002,19.33,64.62,131913.36377792855,0.512,16.25
WELL-1000,2021-10-03,1060.3,7831.9,0.35,,2973.79,39.1,,25.5,44328.6,62.15,5923.76,0.049,0.009,17.38,12.32,325.95,0.56,4.47
WELL-1000,2021-10-04,1739.8,7083.4,0.14,1212.34,2173.4,20.7,,,27208.4,N/A,3199.79,0.031,0.007,31.78,41.81,370.34,0.615,21.71
WELL-1000,2021-10-05,1540.7,3341.4,0.31,2404.42,,47.7,1.767,27.7,41517.0,50.86,,0.013,0.005,40.7,96.49,325.1,0.776,
WELL-1000,2021-10-06,1893.2,6153.5,0.12,ERROR,1007.24,21.4,1.272,35.7,N/A,92.7,3882.18,0.039,0.009,34.0,27.89,203.46,0.927,18.53
WELL-1000,2021-10-07,2379.5,2309.2,0.29,2638.06,1709.49,19.3,1.261,23.0,30936.5,59.65,4270.82,0.036,0.001,73.06,3437.435034248882,258.56,0.648,11.36
WELL-1000,2021-10-08,939.6,2390.5,NULL,4693.35,1950.86,54.7,1.926,26.8,44906.5,110.58,N/A,0.017,0.003,95.27,1781.3245632349808,305.41,0.724,8.37
WELL-1000,2021-10-09,ERROR,7316.4,0.22,3100.85,1065.58,35.5,0.859,29.2,10210.9,84.01,3514.56,0.038,0.001,79.7,49.72,335.57,0.62,12.33
WELL-1000,2021-10-10,526233.7121422758,3285.8,0.15,1702.77,957.52,57.4,1.456,35.1,41606.9,67.85,2310.67,0.048,0.006,99.65,16.85,253.62,0.996,1.34
WELL-1000,2021-10-11,1551.5,4189.0,0.49,4353.84,1688.22,49.6,1.145,26.2,14403.8,,2080.22,,N/A,10.08,50.17,238.81,0.524,13.82
WELL-1000,,527.9,2212.1,0.4,1726.75,2072.91,51.0,1.232,37.3,16864.2,95.97,ERROR,0.2636278908067725,0.006,26.94,6498.471028221753,238.02,N/A,
WELL-1000,2021-10-13,2473.3,7178.9,0.14,4040.8,1120.35,N/A,0.603,29.6,40192.6,XYZ,3740.86,0.005,0.004,46.0,,117.51,0.632,20.76
WELL-1000,2021-10-14,1672.1,6749.3,0.37,4189.37,552.3,39.3,,24.2,28610.4,83.95,5100.83,0.024,0.005,47.82,40.7,133.82,0.832,19.67
WELL-1000,2021-10-15,2266.3,6670.6,0.27,1531.88,2479.59,25.8,1.8,28.4,14493.2,90.87,2820.22,0.022,0.007,30.64,66.07,136158.6189304713,0.897,22.79
WELL-1000,2021-10-16,2661.2,9486.2,0.48,4061.74,1321.73,10.0,0.807,31.8,47873.5,69.04,5147.61,0.011,0.004,53.99,86.21,247.88,0.525,
WELL-1000,2021-10-17,2408.5,6245.2,0.41,,2639.06,NULL,1.475,22.3,21266.1,,5700.96,0.007,0.0,42.34,71.88,572.48,0.747,NULL
WELL-1000,2021-10-18,2362.2,,0.42,4152.76,1913.12,55.8,1.094,34.9,15511.2,90.17,4017.1,,0.11418550790867393,99.01,90.46,315.75,0.515,6.51
WELL-1000,2021-10-19,2401.1,NULL,0.49,,2990.27,56.6,1120.9492894766333,38.8,44948.0,66.59,139917.3637722866,0.034,0.009,91.23,33.56,318.8,662.2989326350976,1.89
WELL-1000,2021-10-20,2890.0,8431.2,0.45,4867.89,2153.9,26.8,1.576,29.3,16561.8,70.29,594182.467975372,0.033,0.005,18.99,20.87,175.79,0.919,9.68
WELL-1000,2021-10-21,1692.6,9263.4,0.36,3374.22,2993.52,22.4,401.959640958144,31.6,32797.0,109.97,4870.19,0.02,0.001,27.96,,,0.555,7.47
WELL-1000,2021-10-22,583.1,2906.0,0.42,3814.3,1275.02,35.0,0.55,22.3,37680.4,94.31,3924691.4526422275,0.047,0.005,38.39,61.79,516.66,0.726,12.07
WELL-1000,2021-10-23,1239.6,9091.0,10.609626501330574,ERROR,2347.47,25.9,0.983,24.7,39360.1,100.85,2410.35,0.002,0.001,60.19,20.27,525.55,0.559,16.0
WELL-1000,2021-10-24,N/A,6988.8,0.16,4895.16,,43.2,N/A,38.8,20823.3,115.63,1634137.996844428,0.034,NULL,77.64,94.46,159.02,0.572,15.37
WELL-1000,2021-10-25,2277.1,2194.3,0.26,2514.23,609.43,11557.316725596402,0.8,23.7,16676.2,XYZ,3244.66,0.022,0.005,59.28,N/A,552.32,0.867,1.86
WELL-1000,2021-10-26,771.8,4452.1,0.13,1917.71,2761.24,44.9,XYZ,23.2,45513.2,118.5,2221.09,0.006,0.008,92.09,6.34,467.78,0.874,22.18
