well_id,measured_depth_m,gamma_ray_api,resistivity_ohm_m,sonic_dt_us_ft,density_g_cc,neutron_porosity,caliper_in,photoelectric_factor,shale_volume,clay_content,water_saturation,hydrocarbon_saturation,permeability_md,velocity_m_s,acoustic_impedance,formation_factor,bulk_modulus_GPa,shear_modulus_GPa,poisson_ratio
WELL-1000,852.66,59.54,116.84,76.8,2.689,0.269,15.98,3.6,0.358,0.317,0.443,0.534,229.72,3758.69,9800063.44,4.35,XYZ,6.87,0.4
WELL-1000,861.19,134.51,97.26,116.32,2.441,0.172,8.7,4.69,0.657,0.115,0.908,0.476,158.07,2503.64,22996888.54,4.47,27.58,11.0,0.334
WELL-1000,866.84,68.92,NULL,92.89,2.657,0.062,14.01,2.89,0.245,0.171,0.669,0.354,N/A,2306.57,18885476.6,2.26,15.5,29.84,0.338
WELL-1000,XYZ,109.73,180.14,53.12,2.541,0.089,12.22,4.14,0.668,0.353,0.784,0.242,343.45,NULL,16868011.34,1.26,13.33,21.92,0.273
WELL-1000,874.95,79.69,141.19,57.65,1.961,0.118,10.3,XYZ,0.5,XYZ,129.97409796627076,0.656,170.89,2039.17,13679878.79,4.92,,29.91,0.363
WELL-1000,879.16,55.54,74.01,119.66,2.548,0.23,14.77,4.6,0.532,0.179,0.727,0.629,424.31,4529.66,14802597.41,1.25,N/A,25.36,0.149
WELL-1000,885.92,74.38,30853.04736998077,85.23,2.073,0.296,11.92,3.38,0.648,,0.836,0.464,138.6,2416.49,19960288.91,3.39,43.99,5.58,0.291
WELL-1000,894.59,23.44,82.11,75.05,2.556,0.218,11.21,3.07,0.131,0.49,0.824,0.597,722.72,4497.6,9488191.35,ERROR,10.51,17.55,0.133
WELL-1000,898.9,XYZ,176.45,110.3,2.075,0.133,13.54,4.2,0.122,0.488,0.983,0.346,805.79,3521.73,5922572.28,3.57,NULL,17.86,0.391
WELL-1000,902.9,139.09,89.65,53.15,1608.1029211822015,0.104,10.52,3.83,0.719,0.482,NULL,326.630418162511,300.43,3235.7,10295595.58,3.45,11.96,19.45,0.291
WELL-1000,909.97,142.13,111.42,54.67,2.385,0.173,14.12,4.36,0.656,0.35,443.75830485999785,0.609,725.61,2593.49,ERROR,3.63,43.96,15.64,0.339
WELL-1000,915.55,107.34,135.47,,2.131,0.315,,3.59,NULL,0.4,0.92,0.501,37.27,3248.95,17884750.84,3.92,38.69,28.28,0.118
WELL-1000,,124.28,50.5,,1.946,0.098,12.39,4.42,0.441,0.202,0.495,169.9558387722644,234.75,3175.69,9570468.24,,26.6,27.69,0.384
WELL-1000,924.7,125.49,128.63,90.95,2.6,0.205,9.91,3.69,0.313,0.109,0.575,0.317,722.11,3410.7,21010038.26,2.73,14.65,5.39,0.244
WELL-1000,929.23,36722.516291758526,76.32,99.82,2.146,0.223,XYZ,2.91,0.639,0.36,0.276,0.739,500.22,3689.91,16879016.05,4.86,26.26,11.96,0.101
WELL-1000,935.18,57.95,108.39,ERROR,2.174,0.198,9.66,3.78,0.318,0.241,0.418,0.626,7409.6976943050395,3002.69,16414858.48,4.89,25.68,22.09,0.379
WELL-1000,264263.2552837333,90.98,130.53,100.67,2.299,165.34936901462473,12.07,3.38,0.783,,0.783,0.398,772.43,4090.53,23295630.37,3.02,19.5,6.86,XYZ
WELL-1000,945.5,56.11,109.13,117.88,1.992,,638.7674653362759,3.74,0.241,0.21,0.786,0.396,303.94,4462.07,13185911068.558094,3.57,27.84,23.45,0.25
WELL-1000,954.62,XYZ,80.66,67.64,1.982,0.344,14.73,1.89,0.562,NULL,0.548,0.563,614.87,4991.33,NULL,N/A,44.31,17.65,0.398
WELL-1000,959.79,44.78,166.84,55.09,2.591,0.215,9.54,3.84,,0.388,0.237,0.732,397.61,XYZ,8238876.72,1.21,13.72,7.58,0.345
WELL-1000,964.09,,21.9,61.46,2.145,0.109,12.74,4.84,0.51,0.213,0.368,0.63,110.87,2505.05,11692336.22,2.68,27.71,29.46,0.302
WELL-1000,965.77,86.99,138.05,,2.471,0.095,12.56,4.28,0.592,54.61372750182015,0.587,0.671,878.51,4532.42,XYZ,2.96,43.08,16.65,0.11
WELL-1000,255915.71557282563,139.96,74.27,,,0.255,,1.6,0.351,0.454,0.876,0.712,629.09,3363.46,14142916.08,4.78,15.87,,0.328
WELL-1000,977.7,49.87,158.83,101.94,2.403,0.134,13.6,1.7,0.764,0.311,0.922,0.731,259.97,3865.46,ERROR,1.97,,19.68,0.281
WELL-1000,986.25,,,63.68,2.37,0.337,11.92,3.23,0.365,0.295,0.601,0.784,526.46,2595.8,15056030.27,,28.68,15.99,0.4
WELL-1000,991.4,28.2,103.42,63.26,NULL,NULL,11.15,3.52,0.251,136.25111876546475,0.977,0.251,869.12,3881.74,8405199.54,,46.94,22.62,0.182
WELL-1000,993.15,124.35,24.84,113.98,2.449,0.343,6485.881422885426,2.9,0.739,128.6061315261587,0.757,0.447,301.96,3723.92,10220149.97,2.03,28.93,26.01,N/A
WELL-1000,999.71,128.13,197.67,109.19,2.508,0.268,15.73,4.4,0.399,,0.999,,620.42,4739.09,13862507.78,4.03,25.85,8.7,0.367
WELL-1000,1006.14,117874.29025003022,76.61,57.67,2.043,0.069,15.97,1.33,,0.227,0.699,0.396,887.83,3134.36,10144714.15,1.78,38.2,9814.938988213265,
WELL-1000,1013.55,48.26,100.12,50.51,686.3951279285415,0.3,9.93,4.72,0.751,0.463,0.992,0.242,153.14,3107.9,6346204.75,4.05,40.59,NULL,0.159
WELL-1000,1017.9,73.98,83.19,119.05,2.501,0.09,14.89,2003.8835701098537,0.712,0.294,0.439,0.703,599.3,3336.34,11730354.75,1.73,48.78,11.55,0.384
WELL-1000,1024.19,141.04,123.18,86.66,2.554,0.102,,3.88,,0.182,0.655,0.482,890.94,4922.48,19563478.13,4.32,20.62,5.66,
WELL-1000,1028.68,142.42,58.12,116.27,2.503,60.22643035545155,11.2,3.1,0.673,0.381,0.927,0.706,419.81,604203.1128355989,10625482.67,4.4,17.37,26.06,0.23
WELL-1000,1035.43,104.55,138.27,56.41,2277.555843182653,0.11,6928.0135199511515,4.12,0.308,0.27,0.23,0.742,614.82,3434.81,17970209.65,,18.9,7.67,0.309
WELL-1000,1041.36,62.39,185.35,81.95,2.518,0.332,,1.03,0.319,0.132,0.674,0.52,111.81,4856.73,6817333.35,1.27,49.97,20.32,
WELL-1000,1046.09,52405.65423168592,,50.48,2.381,0.242,12.25,3.66,0.134,0.414,0.871,0.54,165.99,2786.8,13514954.69,4.02,18.13,5.51,0.156
WELL-1000,1047.47,123.79,123.41,73.52,2.119,0.263,14.69,4.75,0.482,0.389,0.718,0.309,,2302.36,13246394.73,1.03,19.3,27.22,0.33
WELL-1000,,64711.001127191725,118.25,95.07,2.053,0.278,8.52,2.36,7.878082796925219,0.279,,0.708,944.3,3768.33,6358651.15,3.51,20.54,29.3,0.293
WELL-1000,1058.34,27.77,3.52,N/A,2.2,0.167,15.99,2.45,0.669,0.354,0.332,0.333,42.21,4649.08,NULL,,38.36,8.2,0.297
WELL-1000,1063.36,118.51,156.95,62.18,2.1,0.317,13.27,4.9,0.47,0.276,0.417,0.497,373.93,3141.76,6125911.32,2.66,16.9,NULL,0.161
WELL-1000,1069.15,59.87,162.52,18058.674250579956,2.582,0.327,,1.58,NULL,0.453,0.213,0.343,913.26,4023.39,20163344.47,NULL,39.4,24.62,0.265
WELL-1000,1074.73,50.75,87.77,112.31,2.577,0.265,10.59,4.56,0.752,0.169,0.456,0.605,77720.10077911481,NULL,16394071.21,3.76,10.86,22.08,0.189
WELL-1000,1081.33,54.61,103.29,96.67,1.997,0.277,11.74,3.5,0.3,0.127,0.399,0.735,656.36,3378.95,11821456.08,4.57,11341.0561541374,23.06,0.178
WELL-1000,1088.6,113.09,190.91,94.35,2.062,94.08832128315639,14.28,,0.7,0.122,0.44,0.266,866.88,3519.09,13382387.75,1.34,48.56,25.73,0.249
WELL-1000,1095.44,117.34,196.63,88.31,2.429,0.318,11.58,1.47,0.147,0.342,0.906,0.344,427.19,3337.81,9146312.27,3.44,18.34,16.17,0.142
WELL-1000,ERROR,55.91,58.86,114.78,2.077,0.272,9047.79109894554,3.43,0.637,0.288,0.698,0.678,902.37,3509.61,7385742.45,4.72,,21.72,0.174
WELL-1000,1102.45,30.53,138.43,108.3,2.312,0.212,9.57,4.55,0.588,0.119,0.803,0.714,15.69,4278.21,19251074.3,1166.5569343931213,14.59,16.6,0.337
WELL-1000,1108.33,48.62,156.77,54.21,2.419,95.24479055681388,8.79,3.88,0.475,0.3,0.449,0.757,XYZ,3226.68,21259045.44,2.09,20.93,29.53,0.315
WELL-1000,1112.36,90.8,148.56,67.11,2.439,0.326,15.75,3.32,0.537,0.202,0.907,0.441,550.04,3236.64,17150809.72,1.36,42.04,5.6,0.27
WELL-1000,1119.45,148.37,89.25,69.13,2.643,0.145,10.06,2.67,0.689,0.142,0.807,488.5957021056997,613.51,N/A,9505683.29,2.74,46.28,28.34,0.244
WELL-1000,1123.93,71.83,ERROR,51.18,2.324,0.332,9.96,1.46,0.461,0.389,0.962,0.711,342936.2528980403,1900052.2169899587,22793442.18,1.62,22.28,7.99,0.213
WELL-1000,NULL,113.65,71.86,58.89,2.614,255.02328399625202,4080.2186484370422,1.55,0.278,0.108,0.884,0.66,965.34,3488.58,,1.44,NULL,24.1,0.367
WELL-1000,1135.61,60.95,120.12,58.02,2.244,0.074,8.55,4.02,0.711,186.98199050624245,0.818,0.532,64.62,1406536.6383717847,21931290.58,4.7,17.51,28.49,XYZ
WELL-1000,1143.65,56.02,91.2,,,0.318,12.47,3.06,0.218,0.364,0.481,0.76,,3492.6,16115910.75,4.56,19.74,18903.54137124858,0.13
WELL-1000,1145.44,109.37,8.86,90.04,1.935,0.336,14.14,N/A,,0.222,0.549,0.345,99479.31319521862,2632.43,6843071.5,1.37,33.68,23.03,0.2
WELL-1000,1154.11,51.54,97.44,103.25,2.572,0.083,10.69,2.16,0.314,0.244,0.808,ERROR,210.61,3878.5,12152991.22,3.76,12.29,21.7,0.153
WELL-1000,1157.97,100.65,124.98,90.79,2.113,0.119,15.57,3.48,0.75,0.127,0.437,0.572,12.68,4619.27,16260572.72,1.06,27.75,29.13,0.259
WELL-1000,XYZ,72.17,105.8,,2.323,0.158,9.45,1.88,0.519,0.401,0.632,0.449,658.41,2319.8,7763001.42,3.49,46.85,24.74,0.328
WELL-1000,1170.99,,191.4,106.62,2.197,0.179,11.94,3.88,0.418,0.18,0.618,0.759,104.51,2898.66,19919635.47,4.23,22.02,10.03,0.12
WELL-1000,935682.553089899,116.13,72.72,64.79,2.59,0.312,,1.38,0.551,0.317,0.613,0.562,322.4,4734.38,,2.16,NULL,12.58,0.177
WELL-1000,1182.43,96.06,,113607.61013547819,2.388,0.163,12.16,1.8,0.519,,0.926,0.709,785.27,2920.98,16844165.9,XYZ,43.94,18.8,0.307
WELL-1000,1185.25,106.84,16.52,ERROR,1.99,0.337,11.63,2.76,0.699,77.34302070472029,0.234,0.583,519.95,4277.5,20862255.25,3.39,,12.37,0.1
WELL-1000,1192.99,124.51,38.46,96.03,2.55,,14.64,1.45,0.542,0.45,0.275,0.252,71.61,4422.63,6022244.69,,35.03,29.66,0.171
WELL-1000,1198.29,47.28,120.58,61.14,2.122,0.141,9.6,3.37,0.273,ERROR,0.38,0.501,982.65,3357.78,20235352.09,2.2,38.25,5790.454416946122,0.113
WELL-1000,1199.44,82.5,10.62,88.68,2.221,0.227,13.49,2.65,0.604,0.438,0.42,0.522,441.0,3568611.966273075,2779615861.6230826,,37.49,15.27,0.378
WELL-1000,1204.43,48.14,41.54,54.68,2.542,0.159,15.45,2.37,XYZ,0.146,0.633,0.393,225.34,1823152.6317510009,,3.13,27.03,23.41,0.228
WELL-1000,1214.27,98.48,XYZ,88.24,1.92,0.257,14.15,2.52,,0.194,0.492,XYZ,N/A,2459.98,XYZ,4.86,44.96,21.75,0.154
WELL-1000,1218.62,118.72,126.66,101.94,2.419,,10.79,737.5521504807741,0.518,0.273,0.213,0.738,796.83,4439.72,15050864.04,2.5,11.92,10.9,
WELL-1000,NULL,87.21,53.69,ERROR,2.553,,13.39,1377.7042764355226,0.358,0.164,0.314,0.53,511.11,,16958168.8,2.8,45.63,5.99,N/A
WELL-1000,1228.28,36.01,23.32,52.28,1.959,NULL,9.72,2.9,0.474,,0.744,0.375,,2005.09,12344718.33,N/A,11.57,15.11,0.144
WELL-1000,,35.96,97.1,44454.76382381154,2.424,0.303,14.17,1.23,0.706,0.209,0.597,0.656,128.88,4045.68,6502485.03,2.09,46.63,9.17,0.318
WELL-1000,,,38.62,62.11,,0.32,10.68,4.37,0.508,0.143,0.991,0.776,225.67,3086.07,6679501.85,2.2,20.51,9.31,
WELL-1000,1242.91,30987.293213091954,12.11,74.85,2.261,0.335,8.91,3.04,0.165,0.215,0.331,0.581,520.82,2987.78,12423514.26,2.96,15.92,25.69,0.295
WELL-1000,263572.36924821354,117.69,133.55,119.33,2.452,0.113,6525.795434639173,1.71,0.696,0.239,0.461,0.613,25.71,4015.85,NULL,3.14,16.72,16.04,0.213
WELL-1000,573117.5731259125,115.12,100.08,74344.66539136622,NULL,0.146,15.07,4.93,0.555,0.415,0.737,259.9334862780325,,2794.27,22589087.38,4.46,31.22,,
WELL-1000,1259.73,49.77,111.79,XYZ,2.322,0.187,12.58,2.31,N/A,0.465,0.674,0.521,726.8,151720.278843928,12190521536.037104,4.74,22.28,19.74,0.125
WELL-1000,1265.93,21.6,,115.75,2.468,0.164,8.71,1.25,0.184,0.124,0.64,0.301,ERROR,2130.87,7950056.8,3.04,43.14,ERROR,0.263
WELL-1000,1270.96,49.1,63.74,64.74,2.249,0.344,9.65,4.81,0.181,0.188,0.543,XYZ,393.06,4480.7,20420724.02,4.97,14564.903281397443,21.81,0.165
WELL-1000,1276.33,109.36,71.94,NULL,2.516,0.289,14.87,2.08,0.179,0.215,266.2831074054462,0.787,369.62,NULL,19381045.1,1.88,10.01,15.53,0.221
WELL-1000,NULL,55.44,62.01,113.31,XYZ,,13.92,4.41,0.675,0.111,0.228,0.677,818.27,4840.27,22670703.62,1.03,44.88,20.24,0.387
WELL-1000,1290.28,25.17,73.91,116.97,2.56,0.082,10.96,2.3,0.248,0.329,0.982,0.26,965.3,4221.93,22700244.4,3.01,11.46,19.36,
WELL-1000,1291.85,107.03,112.51,67.16,,0.305,11.03,1.79,0.598,0.181,0.412,0.78,518.57,4388.28,17491053.6,N/A,29.97,7.55,0.397
WELL-1000,1297.09,66.7,17.88,81.36,2.144,0.053,,4.64,0.132,0.105,0.929,NULL,673.44,2152.82,14411146.77,1.51,6859.853455401335,5.24,0.135
WELL-1000,1303.09,,24.49,76.35,2.032,0.089,14.95,3.07,0.351,0.449,0.419,0.426,256.15,3133.91,7510684717.912734,4.92,3095.8026575214762,5.9,0.244
WELL-1000,1308.08,129.6,57.05,55.19,2.165,0.28,11.55,3.01,0.642,0.408,0.813,0.626,97.58,3987.54,21136396.27,3.92,26.95,26.36,176.48424893993942
WELL-1000,1313.48,88.13,170.29,92.72,2.013,0.248,13.74,2.36,0.142,0.344,0.32,0.633,404.22,3494217.0149005656,5665617.41,3.15,18.09,27.08,0.294
WELL-1000,1320.63,56.85,12.33,,2.024,0.178,8.77,4.06,0.221,0.366,0.501,0.457,66.23,3618.7,11365060.06,3.55,24.97,23.93,0.12
WELL-1000,1323.73,51.8,181.81,69.14,,0.258,13.08,4.42,0.5,0.221,0.892,0.635,31.37,2605.32,9737051878.262808,4.69,12.2,29.63,N/A
WELL-1000,1331.19,46.98,101.61,94.49,2.628,XYZ,14.0,2.72,ERROR,0.395,0.227,0.419,XYZ,4878.44,13285037.36,1.59,20.35,8.86,0.158
WELL-1000,1339.82,62.08,36.08,54.22,2.641,0.303,13.18,3.59,0.234,0.114,0.753,0.225,552996.1956987254,2730.34,18200646.47,,32.3,7887.369123050062,XYZ
WELL-1000,1340.58,28.62,60.85,,NULL,0.131,14.09,NULL,0.433,147.93981588898149,0.783,0.412,77.21,2028.87,12630002.85,4.77,27.01,6.73,
WELL-1000,1346.93,124.93,11.1,66.03,2.602,0.066,9.46,3.18,0.611,0.381,0.745,0.266,123.83,1708771.2729822274,6011212.53,3.28,12.93,XYZ,0.254
WELL-1000,XYZ,N/A,22.23,110.9,2.578,0.153,13.06,2.08,0.555,NULL,0.509,0.572,,N/A,19096307.42,2.92,30.62,,0.33
WELL-1000,1361.55,90.46,96.16,105.39,2.208,0.285,8.8,3.38,,0.25,0.774,XYZ,,2639.27,8734860.51,N/A,31.74,21.04,0.33
WELL-1000,1365.86,49.84,164.96,59.98,2.101,0.093,2353.9934303202654,4.99,0.296,0.265,0.255,0.335,768.01,3631.91,13832515.41,1983.7933170113486,14.85,14.11,0.397
WELL-1000,1369.92,133.15,139.04,104.0,1.986,0.265,8.68,1.33,0.399,0.166,0.791,0.512,658.14,3102.17,13830992.68,3.73,43.18,28.88,0.184
WELL-1000,1376.91,N/A,147.76,115.63,2.542,0.34,,4.45,0.271,0.346,,0.395,466.79,N/A,15214680.07,1.55,23.8,14.38,0.267
WELL-1000,1378.58,,181.27,67.85,1.995,0.198,9.68,2.75,0.315,0.216,0.514,0.63,678.92,,20553202.8,2.92,31.19,5.73,0.216
WELL-1000,1383.51,123.22,,104.95,2.018,0.252,9.12,3.52,0.593,0.231,0.98,0.563,163570.80100394535,3444.81,9616464.49,2.51,34.85,23.72,0.362
WELL-1000,1390.33,125.18,125.31,80.6,2205.588588947581,0.257,9.08,1.66,0.174,0.191,XYZ,0.512,385.94,2072.13,6389832.12,4.07,13.59,899.0740561726279,0.14
WELL-1000,1397.5,70.66,,NULL,2.464,0.195,10.48,4.58,,0.316,0.617,0.213,244.22,3802.13,14015107.91,NULL,40.15,26.97,0.158
WELL-1000,1400.62,1089.173356327867,98.45,78.69,2.691,0.148,XYZ,3.2,0.715,0.488,0.519,0.411,788.16,4268.57,6888359.08,2.43,31.73,19.96,0.312
WELL-1000,,121.1,83.87,108.86,2.323,0.186,14.09,1.4,0.413,0.257,XYZ,30.304603785287284,ERROR,4077.43,19204067.86,4.21,44.4,26.16,0.299
WELL-1000,1415.63,93.4,140859.0292246657,52.72,,0.334,,3.53,0.521,0.489,0.658,0.232,942.73,3519.84,21670486.52,4.54,15.22,15.26,0.299
WELL-1000,1418.48,40.17,151.32,92.66,2.544,0.225,,3.57,0.48,0.462,0.349,0.675,893.75,4057.52,24946615.53,3.88,15.87,10.25,0.149
WELL-1000,,138.18,14.08,60.62,2.666,0.072,11.66,3.98,0.5,ERROR,0.584,0.43,425.76,2407.75,15301538.35,1.02,XYZ,24.58,0.221
WELL-1000,1428.99,29.06,157.13,85240.76662595564,2.002,0.202,4439.171901192139,4.23,0.231,0.297,0.891,0.282,124.8,3102.3,20519565.55,4.25,10.91,6.7,0.27
WELL-1000,1432.47,96.6,13.76,117.86,2.347,0.264,8.63,4.88,0.445,0.43,,0.401,484.62,4260.98,24566591.16,1.17,47.05,17022.322763852124,0.161
WELL-1000,1438.59,90.51,195.74,80.31,2.607,0.179,15.44,4.36,0.244,0.27,0.768,0.668,823.65,4177.7,20084525.96,1392.8238439835832,35.89,15.69,0.268
WELL-1000,1447.05,59.26,161.46,68.9,2.489,0.301,13.91,4.41,0.794,0.267,0.277,0.379,512.74,2615.48,18647445.06,2.13,19.42,20.53,0.333
WELL-1000,,92.69,N/A,39859.79011954395,2.6,0.133,12.39,1.36,106.93492720412212,0.389,0.999,0.594,196.72,4270.36,21813622.8,668.1074866254843,31.69,24.58,0.119
WELL-1000,1458.56,71.79,193.14,110.84,2.069,0.069,8.63,2.76,0.36,0.442,0.298,0.645,64319.514754684285,3159.21,8196382.24,3.83,37.17,17.15,0.235
WELL-1000,,38.56,,59.4,2.274,0.277,13.25,2.26,0.607,0.411,N/A,N/A,694.93,3283.67,12491684.36,1.04,35.9,14.38,60.546272309960266
WELL-1000,,40.41,22.62,77.01,2.285,53.254616139573876,15.18,3.46,NULL,0.385,0.951,0.336,829.58,2862.63,9882649.64,1.09,39.39,18.67,0.265
WELL-1000,1475.04,,XYZ,69.32,,7.315695279560947,12.83,3.95,0.594,0.166,51.51846972153968,,,4343.18,16405939.57,4.63,34.59,6.63,0.138
WELL-1000,1477.78,142.91,126.53,76520.90979126524,2.324,ERROR,11.7,3.56,0.377,0.445,0.397,0.488,729.05,3926.68,,2.89,45.48,12.69,0.126
WELL-1000,1482.56,71.56,119.14,,2.663,0.288,11.73,3.48,0.632,0.236,0.895,0.255,995.22,4461.24,12455392.87,2.12,34.95,16.68,0.23
WELL-1000,1487.18,101.04,97.16,72.47,448.97134242281004,XYZ,,1.8,0.74,0.358,0.691,0.337,933.51,3427.51,5893704.8,4.22,24.63,19.98,0.347
WELL-1000,1496.13,130.26,169.1,NULL,2.592,0.274,,1.89,0.137,0.376,0.824,0.307,748.39,4151.62,20221732.83,2.19,15.61,,0.126
WELL-1000,1501.28,40.8,42062.18401747572,70.16,,0.063,13.12,1.99,0.643,0.324,0.384,0.778,635.13,4892.7,23852271.67,4.87,25.71,26.58,0.262
WELL-1000,1506.32,29.82,165.26,74.18,,0.126,NULL,2.89,282.5723014840581,0.13,0.483,0.434,78.68,3372.87,ERROR,3.59,12.32,19.13,
WELL-1000,1509.33,133.1,36.04,100.97,2.035,0.168,XYZ,1.76,130.63019968128458,0.183,0.485,510.00052004798795,88.28,2880.33,10064984.39,NULL,47.82,12.41,0.258
WELL-1000,1517.23,95.35,190.09,43511.36414643305,2.353,0.083,11.2,1.82,0.153,0.424,0.49,0.468,801.37,ERROR,24626030.65,1.76,32.01,12.86,0.112
WELL-1000,,N/A,139.63,63.21,2.627,0.153,14.84,2.92,0.565,0.497,0.976,0.503,NULL,3601.1,20408793.04,,33.31,24.75,0.283
WELL-1000,1526.25,130.46,130.43,67.75,2.245,0.135,8.74,3.86,0.349,0.249,,0.763,716.47,2611.44,10256077.38,4.66,33.97,7.4,0.194
WELL-1000,1533.98,138.71,22.05,60543.40917782515,1.973,0.334,15.2,,0.108,0.457,0.874,XYZ,54.91,4609.01,7605532.86,620.9540489368095,38.35,12229.100506560128,96.21495214000988
WELL-1000,1540.29,115.93,116.92,75.94,2.274,0.101,10.26,1.53,0.117,0.489,0.545,0.601,,3306.39,8771596.92,5.0,30.08,21.49,0.354
WELL-1000,XYZ,137.07,40.01,55.76,2.372,0.07,15.44,2.41,0.247,0.203,0.711,0.288,865.47,2935.58,9094548.54,2.05,19.12,ERROR,0.376
WELL-1000,1548.27,147.14,189.53,93.99,2.084,0.183,8.69,3.57,0.619,0.216,0.399,0.608,972.11,4627.25,21945930.71,3.48,39.26,26.79,0.144
WELL-1000,1552.67,,66.91,57.04,2.064,0.189,12.58,3.51,0.6,N/A,,N/A,899.68,4918.34,17790639.7,2.87,46.08,13.17,0.146
WELL-1000,1559.12,68.51,199.38,75.25,2.508,0.286,9.03,4.21,0.605,0.374,0.531,0.54,45355.56029925779,2190.72,N/A,1040.2293019312865,16.8,29.03,0.189
WELL-1000,,92.28,,82.2,2.691,0.096,10.9,4.58,0.584,0.429,0.786,0.285,371.92,2047.69,8159614919.384596,4.99,39.16,14.16,0.395
WELL-1000,1569.76,126.35,189.3,102.5,2.252,0.234,13.89,2.37,0.371,0.438,0.763,0.391,969.2,3821.43,20425875.84,1.86,30.32,18.21,0.228
WELL-1000,1577.95,35.23,65.72,99.46,2.067,0.288,10.7,3.51,0.158,0.385,852.3718646834471,0.249,112.32,2611.55,11876621.3,XYZ,16.73,24.32,0.292
WELL-1000,331506.40786864574,32.94,52849.73255855999,79.08,,0.258,9.7,1.45,0.505,374.7577300992396,0.63,0.638,581.13,4295.72,19862621.54,4.14,33.59,12.98,0.13
WELL-1000,1588.87,23.65,129.81,99.23,,0.346,11.74,2.86,0.635,186.10892398708324,0.515,0.43,478.34,4675.03,18154450.4,1821.8966650440482,19.28,25.86,0.271
WELL-1000,1589.88,108213.14620999017,92.08,95.76,2.427,XYZ,15.54,2.68,0.118,,0.474,0.306,N/A,3148.5,14513253.26,N/A,21.63,10.53,0.362
WELL-1000,1595.75,46.92,163.41,74.28,,0.085,14.52,1.97,0.477,0.434,0.512,0.578,978.14,3280.52,12525963.57,1.56,47.12,8.25,0.19
WELL-1000,1602.97,101.26,92.71,46608.95828441216,2.585,0.263,15.96,3.84,0.693,0.397,0.763,0.284,894.7,,20074548.25,3.97,33.59,22.49,0.31
WELL-1000,1606.27,56.05,69.38,62.03,2.341,0.325,9.72,4.01,0.481,0.229,N/A,0.321,325.9,3432.43,,1.97,14.0,10.2,0.372
WELL-1000,1612.17,,47282.735086246656,111.84,2.512,0.194,13.69,1.97,0.132,0.204,0.767,0.393,723.06,1718493.0420129201,22146906.63,2.6,10.43,14.22,0.269
WELL-1000,1616.86,38.09,ERROR,,1.904,0.171,ERROR,3.99,0.687,346.2739257189522,0.908,N/A,406.37,2549.85,15550135.11,N/A,36.46,11.25,219.82143752696257
WELL-1000,1627.36,86.93,,106.08,,0.145,9.4,2.35,0.595,0.227,,0.238,631.99,4675.09,22669945.03,3.1,39.44,17.92,70.38038661675996
WELL-1000,1632.52,111.78,78.24,62.46,2.033,XYZ,12.98,3.41,97.57471394276209,0.338,0.882,,541.09,NULL,11684123.51,4.33,31507.035307010265,N/A,0.271
WELL-1000,1634.67,145.62,78.49,114.4,ERROR,0.196,12.98,XYZ,0.377,0.128,0.536,0.566,,4841.65,24148118.79,4.41,10.02,7.33,0.145
WELL-1000,N/A,20.43,164.84,51.38,2.408,0.209,12.69,4.49,0.694,0.195,0.896,0.593,734.65,3045.06,5330370.93,4.72,38.7,15.92,0.178
WELL-1000,ERROR,37.68,22.01,32826.090142819055,2.598,0.128,,3.05,0.626,0.471,,0.452,3.89,4458.65,22521019.6,3.4,13.66,5.75,0.189
WELL-1000,1653.65,109.68,189.2,114.3,2.601,0.177,14.63,1.85,0.763,0.352,,0.737,23.57,4822.07,24865820381.507404,1.05,,,0.174
WELL-1000,767103.3394789083,94.87,,116.38,2.302,0.084,12.9,4.83,0.261,0.239,0.234,N/A,600.02,4000.18,14201049.71,XYZ,37.34,7.09,0.121
WELL-1000,1661.9,114.05,189.14,73.3,2.031,0.135,257.24082794460827,4.73,0.698,0.372,0.406,0.3,582.83,2414.69,1318574833.4647403,2.02,10.16,NULL,0.129
WELL-1000,1668.35,31.45,130.88,,2.575,XYZ,13.84,3.62,0.563,0.186,0.523,0.744,442.91,1600718.6932048479,19637659.66,1.48,39.76,29.58,N/A
WELL-1000,1673.36,57.33,19.32,54.93,N/A,0.261,10.66,2.18,0.423,0.409,0.869,0.497,458.1,2317.03,,3.97,37.3,29.94,0.184
WELL-1000,1680.17,136.91,181.89,101.19,1623.340843239196,0.262,13.91,,XYZ,0.136,0.522,0.444,233.71,2519.62,22771311.51,2.14,39.69,,0.141
WELL-1000,N/A,53.59,82.08,87.95,2.036,0.285,14.68,2.78,NULL,0.116,0.478,0.235,741.18,,12772261.08,3.12,22.85,19.46,0.136
WELL-1000,1691.56,98.26,111.3,88.34,2.492,0.297,13.52,4.3,NULL,0.26,0.673,0.556,772.44,,22365086.89,1.65,30.4,25.59,0.388
WELL-1000,1692.99,60.9,18.96,101.75,1.961,0.098,15.24,2.39,,0.16,341.09782617897406,0.61,451.06,2839.89,18121238.0,,43.78,,0.163
WELL-1000,1699.6,132.71,,112.42,1.913,0.243,8.75,2520.1977202805483,,0.154,,0.425,145.3,4888.47,17464252.29,3.28,26.29,29.41,0.172
WELL-1000,1707.85,66.14,183.68,100.94,2.184,0.225,15.51,4.53,0.391,0.439,0.942,0.395,124.83,3594.64,15478264.41,623.8230047652634,43.72,8.4,0.141
