well_id,date,measured_depth_m,mud_weight_ppg,rop_m_per_hr,borehole_diameter_in,fluid_loss_rate_ml_per_min,pump_pressure_psi,bit_type,operator_name,rig_id,drilling_fluid_type,wellhead_pressure_psi,formation_pressure_psi,wob_kN,rpm,torque_ft_lbs,standpipe_pressure_psi,direction_azimuth_deg,inclination_deg
WELL-1000,2010-05-22,1824,11.18,10.55,9.62,12.13,2752.51,PDC,Nabors,RIG-5,SOBM,1029.44,4453.03,24.03,199.3,6839.62,2850.58,305.86,36.7
WELL-1000,2010-05-23,1829,11.43,15.6,9.3,40.84,3848.03,Roller Cone,Weatherford,RIG-3,OBM,2854.06,3164.37,143.58,67.33,8971.8,758.38,102.9,48.19
WELL-1000,2010-05-24,1845,11.17,13707.021460839105,9.45,40.47,3898.92,Diamond Impregnated,Halliburton,RIG-2,SOBM,,3314.42,121.45,63.22,2649.69,2613.17,NULL,5951.428675965324
WELL-1000,2010-05-25,1857,10.4,12.33,11.64,9.0,,PDC,Schlumberger,RIG-4,SOBM,2035.12,5169.4,57.47,137.85,3318.15,1668.45,344.81,42158.51612124589
WELL-1000,2010-05-26,1869,9.56,16.24,11.09,40.81,675.71,Diamond Impregnated,Weatherford,RIG-2,WBM,2678.67,2552.08,195.01,198.84,247.12,,262.63,38.24
WELL-1000,2010-05-27,1881,9.38,5861.133315792958,9.35,XYZ,1593.33,Diamond Impregnated,Nabors,RIG-2,WBM,2354.54,5758.33,24.33,191.99,3668.29,750.68,NULL,30.2
WELL-1000,2010-05-28,1889,8.76,22.62,10.75,47.82,1599.12,PDC,Weatherford,RIG-4,,2400.97,4613.91,150.16,81.91,,3198.07,222.89,37.79
WELL-1000,2010-05-29,1894,9.54,29.85,9.08,16.16,4523.26,PDC,Halliburton,RIG-5,OBM,2979.09,,20.49,82032.9494784373,XYZ,2529.65,258.49,13.59
WELL-1000,2010-05-30,1912,10.33,7.1,8.56,XYZ,699.1,Roller Cone,Halliburton,RIG-1,OBM,1603.27,2943.12,183.39,143.39,9196.24,3075.19,N/A,13.29
WELL-1000,2010-05-31,1924,10.34,28.66,10.44,23.64,ERROR,Roller Cone,Halliburton,RIG-2,WBM,2448.94,2981.57,64.3,80.27,2181.95,4976.27,51.98,28.09
WELL-1000,2010-06-01,1930,10.57,21.97,10.51,34.22,699.84,PDC,Weatherford,RIG-2,OBM,2602.41,4700.5,126.32,67.28,801.33,4894.97,187.71,82.32
WELL-1000,2010-06-02,1938,10.85,16.89,8.97,19.56,N/A,Roller Cone,Nabors,RIG-2,SOBM,1436.15,2370.52,179.51,171.05,4068206.723627823,4077.52,169.92,11.37
WELL-1000,2010-06-03,1943,10.48,6.51,10.77,25.12,3966.56,PDC,Baker Hughes,RIG-2,OBM,1149.89,2431.16,193.14,52.19,2741323.203885112,2013.65,178.06,80.09
WELL-1000,2010-06-04,1956,10.91,12.33,5890.002835316655,47.66,1345.82,Roller Cone,Baker Hughes,RIG-1,SOBM,1527.04,4554.12,141.72,,2894.78,918.74,220.61,61.99
WELL-1000,2010-06-05,1962,10.64,4109.876530956972,9.35,35.33,1651.23,PDC,Baker Hughes,,SOBM,2742.36,2414938.603310511,75.97,50.91,9124.38,1398.04,29.1,NULL
WELL-1000,2010-06-06,1969,952.500727058799,18.39,10.83,37.14,2258.18,Diamond Impregnated,Baker Hughes,RIG-1,WBM,,5581.39,52.18,52.01,3332.48,1044.67,292.1,78.11
WELL-1000,2010-06-07,ERROR,9.34,14.49,10.78,47.67,3659.38,Diamond Impregnated,Halliburton,RIG-3,SOBM,1519.89,4016.76,70.19,54.19,8992.88,938.23,321.44,62.65
WELL-1000,2010-06-08,1996,8.87,25.92,9.36,1.06,4062.02,PDC,Schlumberger,RIG-1,WBM,2689.42,3050.1,ERROR,145.95,8919.57,551287.7769535359,89.85,21.81
WELL-1000,2010-06-09,1073676.8851561137,10.2,7.47,10.82,32.15,1491.83,Diamond Impregnated,Schlumberger,RIG-2,WBM,2377.21,2999.11,186.58,50.45,5730.32,2546.82,48.32,28.2
WELL-1000,2010-06-10,2024,8.58,5.35,8.96,45.31,4649.12,Roller Cone,Schlumberger,RIG-3,SOBM,2446.31,2636.21,50.22,,6721.34,4424.92,66.21,51.74
WELL-1000,2010-06-11,1475974.6048276513,ERROR,5.36,10.48,34.23,2436.07,PDC,Schlumberger,RIG-3,SOBM,,3823.67,195.26,96.11,434.86,1003460.1031694293,ERROR,3.61
WELL-1000,2010-06-12,2050,9.74,9.19,10.09,19.21,2940.98,Roller Cone,Nabors,RIG-2,WBM,1755.6,3972.97,60.68,161.76,4646.45,1209.28,103.06,61.73
WELL-1000,2010-06-13,904543.5323669903,9.83,28.93,11.28,37.88,1361.54,PDC,Weatherford,RIG-4,OBM,1917.85,3920.47,15.55,XYZ,2177.84,ERROR,212.31,43.97
WELL-1000,2010-06-14,2076,,8.93,11.06,36.48,3413.95,Roller Cone,Weatherford,RIG-5,OBM,2469.72,2679.08,44246.256182743506,67.7,1661.53,3893.6,47.24,26.95
WELL-1000,2010-06-15,2085,10.95,8.31,9.35,4.81,2372.26,Diamond Impregnated,Weatherford,RIG-2,SOBM,2356.76,4545.05,114.41,100823.92726237867,7658.78,4709.7,102.99,18.64
WELL-1000,2010-06-16,NULL,9.9,20.92,666.55983572007,534.3872564313594,2374.05,,Nabors,RIG-4,OBM,1525953.0216115308,598473.3060677135,148.23,152.51,3999.01,2144.99,97.97,46.9
WELL-1000,2010-06-17,2121,,14.81,11.28,0.95,2998.7,Diamond Impregnated,Nabors,,WBM,,3319.98,59.76,117.9,9749.15,871.33,47.01,20.91
WELL-1000,2010-06-18,2128,11.3,29.13,12.03,0.07,,Roller Cone,Halliburton,RIG-3,OBM,2729.14,3237.81,22.99,101.71,5969.92,3134.44,243.47,17.69
WELL-1000,2010-06-19,1980886.0558726874,10.03,5.39,11.49,34.08,3277.23,PDC,Halliburton,RIG-4,OBM,2338.38,3753.34,101.23,58.62,XYZ,4040.5,134.2,69.48
WELL-1000,2010-06-20,2160,10.93,9.68,8.94,45.97,1406.41,Roller Cone,Weatherford,RIG-3,OBM,1132.79,2300637.065642283,158.17,176.52,2068.62,200888.56738795413,347.31,NULL
WELL-1000,2010-06-21,2180,N/A,27.09,8.63,31.87,4275.25,Roller Cone,,RIG-5,SOBM,2142.64,4717.95,79.58,194.08,9070.69,4235.99,266.44,
WELL-1000,2010-06-22,2193,8.6,11.99,N/A,21.81,3932.98,,Halliburton,RIG-5,SOBM,1427.47,2804.09,106.08,50.92,3474.44,920.91,169.13,23.91
WELL-1000,2010-06-23,2199,8.76,11.89,10.1,18.04,4308.6,Diamond Impregnated,Weatherford,RIG-3,OBM,XYZ,3150.11,160.79,197.83,NULL,,62.02,28.01
WELL-1000,2010-06-24,2208,,6.6,9.59,28.79,4618.62,PDC,Schlumberger,RIG-2,,1970.89,4612.03,XYZ,107.46,4395.15,1424.34,284.23,27.02
WELL-1000,2010-06-25,2223,10.02,ERROR,11.44,40.37,3042.43,Roller Cone,Halliburton,RIG-4,WBM,1950.46,5542.7,25.5,131.51,1297.31,1744.59,288.64,62.35
WELL-1000,2010-06-26,2235,10.63,28.41,10.68,26.83,4720.44,Diamond Impregnated,Weatherford,RIG-5,OBM,2298.09,5562.63,98.24,106.34,919.19,1747.13,273.51,14.26
WELL-1000,2010-06-27,2255,8.86,,9585.93510076161,13.97,2970.19,Roller Cone,Schlumberger,,WBM,1602.26,4087.52,156.51,100.01,ERROR,2403.83,89.39,43.33
WELL-1000,2010-06-28,2274,9.71,27.8,9.85,25.75,4360.23,PDC,Baker Hughes,RIG-5,WBM,2101.32,2173.76,109.03,197.27,NULL,1130.11,76.46,15.83
WELL-1000,2010-06-29,2280,9.56,10.36,11.84,22.04,773.21,Roller Cone,Baker Hughes,RIG-3,SOBM,2116.73,715144.3080309156,47059.87875062809,183.13,3171.1,3053.2,336.98,77.35
WELL-1000,2010-06-30,2293,9.66,22.78,10.62,21.72,1579.45,Diamond Impregnated,Nabors,RIG-4,OBM,2717321.714728868,3301.68,192.26,157.77,5766.38,,81.3,10154.035813710509
WELL-1000,2010-07-01,2298,2677.2621994251035,13.02,9.86,17.44,4806.21,PDC,Baker Hughes,RIG-1,WBM,1619.14,2996.7,95.97,87.51,8770.83,2431.7,325.31,69.31
WELL-1000,2010-07-02,2316,9.35,20.94,,33.66,2926.66,Roller Cone,Baker Hughes,RIG-1,OBM,1182.37,2365375.4521753127,190.45,173.74,XYZ,856.52,206.66,8.23
WELL-1000,2010-07-03,XYZ,9.7,15.47,10.36,9.1,3618.86,PDC,Schlumberger,RIG-5,SOBM,2897.73,NULL,46.44,172.8,1412.35,614.73,7.4,68.11
WELL-1000,2010-07-04,2343,10.46,29.35,1611.6291652981934,33.28,XYZ,Diamond Impregnated,Nabors,RIG-5,OBM,2725.15,5523.43,93.46,97.61,6006.78,891.42,102.19,NULL
WELL-1000,2010-07-05,,10.03,27.25,9.52,46.63,1705.88,PDC,Weatherford,RIG-3,SOBM,2465.05,4393.98,12957.539712227466,115.12,6212.76,1889.42,70.58,49.73
WELL-1000,2010-07-06,2365,NULL,9.91,8.64,14.05,3023.45,PDC,Schlumberger,RIG-1,OBM,2642.86,5271.69,27.03,,7072.02,3715.75,320.82,1564.988209953651
WELL-1000,2010-07-07,2377,610.6340648419331,13.78,8.9,32.94,3999.01,,Schlumberger,RIG-1,WBM,2814.98,2132.74,187.0,68.36,7894.47,2500.3,291.1,74.3
WELL-1000,2010-07-08,2392,9.09,5.16,10.41,27.2,4743.41,PDC,,RIG-4,SOBM,1916.81,4908.14,,107.29,5088.9,3402.28,140.01,70.12
WELL-1000,2010-07-09,2404,11.26,ERROR,9.02,10.02,2246.89,PDC,Weatherford,RIG-2,WBM,2707.7,3145.8,141.25,126.85,4586.19,ERROR,245.65,70.94
WELL-1000,2010-07-10,2413,8.83,ERROR,10.14,46.4,NULL,PDC,Nabors,RIG-4,SOBM,2732.38,3726.55,182.91,164.6,6694.52,272349.76652735117,44.69,NULL
WELL-1000,2010-07-11,2429,9.64,8.65,6647.59813482127,20.6,4942.45,Roller Cone,Schlumberger,RIG-1,OBM,1618.92,3681.42,161.77,103.02,1464830.9928904932,1366.77,164.77,36.26
WELL-1000,2010-07-12,2442,11.02,3331.3489601658875,10.45,42.43,1905.79,PDC,Schlumberger,RIG-5,WBM,1459.82,5595.61,143.44,91.47,2219.37,3624.4,71.05,XYZ
WELL-1000,2010-07-13,2457,9.59,14.53,11.68,14.82,1267684.2579184598,Roller Cone,Baker Hughes,RIG-4,SOBM,1836.62,2019.38,138.25,91.05,5995.39,4520.1,136.88,51582.40388571106
WELL-1000,2010-07-14,,10.13,10.48,9.08,22.43,539.95,Roller Cone,Halliburton,RIG-3,WBM,1531.06,5544.59,173.94,113.44,8382.43,4524.4,268.97,2.5
WELL-1000,2010-07-15,ERROR,11.84,14.5,9.88,30.61,2872.88,,Weatherford,RIG-1,SOBM,2919.91,4923.25,180.77,123.36,1629.69,3628.4,89.95,70.72
WELL-1000,2010-07-16,2496,10.45,26.7,10.08,,3160.47,,Weatherford,RIG-4,WBM,2940.1,3700.64,59.25,101.07,9109.88,1480.95,,56.17
WELL-1000,2010-07-17,2511,11.02,,11.15,9.09,1011.47,Diamond Impregnated,Nabors,RIG-3,SOBM,,3872.33,,119.18,788.85,NULL,280.69,5.8
WELL-1000,2010-07-18,2522,9.78,16.02,332.2685153168503,6.96,3818.33,Roller Cone,Halliburton,RIG-5,OBM,2893.11,5426.16,10.5,151.94,9564.54,3815.89,,88.72
WELL-1000,2010-07-19,2527,10.26,23.0,8.53,45.67,4233.64,Diamond Impregnated,Nabors,RIG-4,WBM,1186.4,3737.65,76.79,138.71,5245.52,4696.45,13.92,35.42
WELL-1000,2010-07-20,,9.98,7.65,11.44,31.43,4180.99,Roller Cone,Halliburton,RIG-3,WBM,1852.4,3568.49,128.13,148204.50049626193,7235.75,3489.57,129.49,54.39
WELL-1000,2010-07-21,2541,10.53,25.82,11.39,10.44,744.77,Roller Cone,Schlumberger,RIG-2,WBM,2253.69,4840.99,155.49,ERROR,4316.27,4992.35,N/A,64.31
WELL-1000,2010-07-22,2546,8.99,17.12,9.92,42.83,1296.31,Diamond Impregnated,Nabors,RIG-5,OBM,1535.26,2335.64,140.46,112.61,2467.56,2332.53,175.05,42.73
WELL-1000,2010-07-23,2551,,,8.89,7.93,4086.43,Roller Cone,Schlumberger,RIG-5,SOBM,1936.13,3791.3,188.51,137.69,8687.84,1543.18,221653.16767102052,3.6
WELL-1000,2010-07-24,2562,NULL,29.89,11.97,6.0,3901.53,Roller Cone,Halliburton,RIG-5,WBM,,4672.52,17.87,26718.604275387377,6925.39,1676960.8650707952,297.97,XYZ
WELL-1000,2010-07-25,2567,10.64,23.99,12.08,6.62,1815.67,Roller Cone,Baker Hughes,RIG-4,,1702.91,1919481.2943862875,151.65,77.69,,3780.67,,10.67
WELL-1000,2010-07-26,2583,11.24,19.77,11.19,23.24,3861.25,Diamond Impregnated,Baker Hughes,RIG-4,WBM,1679.96,3263.1,168.41,171.69,4186.23,3172.3,340.64,48.48
WELL-1000,2010-07-27,2596,11.81,5.37,10.34,36305.96608573281,767.24,Diamond Impregnated,Nabors,RIG-5,SOBM,2694.42,ERROR,136.28,93.69,ERROR,1804.46,67.15,8.55
WELL-1000,2010-07-28,2615,10.41,7.02,11.21,38.84,1698.07,Roller Cone,,RIG-5,OBM,2684.82,XYZ,185.55,95.99,2390.92,2035.99,83018.90158307333,70.04
WELL-1000,2010-07-29,2620,11.49,13.17,10.03,12.56,4569.23,Diamond Impregnated,Nabors,RIG-1,SOBM,1716.52,3615.25,NULL,73.8,9915.0,4473.9,171.96,1145.632507447799
WELL-1000,2010-07-30,2639,9.07,17.57,11.71,,4497.37,Roller Cone,Nabors,RIG-3,SOBM,1508.53,5619.34,96.72,82.42,2104.64,,260.46,50.18
WELL-1000,2010-07-31,2652,11.64,21.51,12.23,9.11,2610.73,Diamond Impregnated,Weatherford,,WBM,1607.57,2225.24,86.98,133.71,5687.25,N/A,20.65,47.7
WELL-1000,2010-08-01,2658,9.52,8.99,,38.53,2327.29,Diamond Impregnated,Nabors,RIG-1,WBM,2991.64,4434.57,43.26,94.9,3807113.884205001,4721.93,285.29,N/A
WELL-1000,2010-08-02,2664,10.59,5.24,10.98,49.09,,Diamond Impregnated,Halliburton,RIG-1,SOBM,1295.36,2344.94,87.6,149.78,8591.33,2915.3,N/A,15.96
WELL-1000,2010-08-03,2676,11.63,17.76,10.27,27.86,4643.71,Roller Cone,Halliburton,RIG-4,SOBM,2448.99,3119.41,121.38,68.15,6871.18,2651.36,17.8,89.11
WELL-1000,2010-08-04,2686,9.25,5.3,8.51,5.83,4158.58,Roller Cone,Nabors,,SOBM,1514.48,2554.43,48.3,84.96,5942.83,4029.49,153.97,60.49
WELL-1000,2010-08-05,2701,8.7,20.81,8.58,6.98,927.84,,Schlumberger,RIG-5,WBM,1281.47,5922.3,182.2,178.58,1424116.5496946021,1685.35,235.41,58.27
WELL-1000,2010-08-06,2706,8.55,13.63,9.37,N/A,4571.38,Roller Cone,Schlumberger,RIG-3,SOBM,1890.31,2361.31,56330.4402666047,150.89,6239.5,4958.35,243.93,62.1
WELL-1000,2010-08-07,2714,10.39,5.92,11.81,42.2,3557171.5551151726,Roller Cone,Halliburton,,SOBM,2715.88,ERROR,90.58,185.22,2121266.884220528,4695.62,307.31,61.2
WELL-1000,2010-08-08,2727,9.31,17.24,11.79,16.18,,PDC,Nabors,RIG-5,OBM,1752.16,3616.9,43.02,163.31,3825.22,3429.2,305.44,10.14
WELL-1000,2010-08-09,,11.98,25.22,11.39,36.59,1908.88,Roller Cone,Halliburton,RIG-4,WBM,1457.91,5565.59,73.43,138.49,8498.57,2450.07,43.89,23.68
WELL-1000,2010-08-10,2756,8.82,29.18,11.08,21.07,889.69,PDC,Halliburton,RIG-2,OBM,74745.67582462353,2931.79,120.47,110.79,7203.58,3408.41,40.56,52.76
WELL-1000,2010-08-11,2773,11.99,N/A,12.22,37.58,N/A,Roller Cone,Halliburton,RIG-2,SOBM,1660.29,4791.64,153.4,105.1,,2230.87,337.18,0.44
WELL-1000,2010-08-12,2779,,12.63,,49.6,3010.77,Roller Cone,Baker Hughes,RIG-2,WBM,809328.2665109492,2380.05,NULL,60.77,4315.45,3651.6,42.52,24.25
WELL-1000,2010-08-13,2790,9.79,9.23,8.86,19.96,808.81,Diamond Impregnated,Nabors,RIG-4,,1116.5,4881.89,44.14,128.98,XYZ,2390.9,114971.48100947977,25.17
WELL-1000,2010-08-14,2799,8.8,23.12,11.87,43.78,2871.73,Diamond Impregnated,Weatherford,RIG-5,OBM,N/A,2844.23,49.43,118.53,6524.65,,289.67,46.23
WELL-1000,2010-08-15,2808,9.98,29.78,,22.2,1967.83,Diamond Impregnated,Halliburton,RIG-1,OBM,2648.52,4136.98,180.89,NULL,378.3,1488.5,86.03,
WELL-1000,2010-08-16,,ERROR,22.51,9.07,,4138.36,PDC,Baker Hughes,RIG-3,OBM,1119.57,3901.95,96.08,192.61,9819.74,3415.19,244.8,84.67
WELL-1000,2010-08-17,2839,11.56,9.71,8.76,26.07,2571.68,Roller Cone,Schlumberger,RIG-5,OBM,459261.0828894849,,45.29,196.47,3111.23,2741.69,224.55,18.46
WELL-1000,2010-08-18,2846,10.09,16.39,9.72,24.42,2360.81,,Halliburton,RIG-3,SOBM,1776.47,3917.71,189.53,161.43,4864.54,1015.38,175.73,57.8
WELL-1000,2010-08-19,2860,11.29,11.6,11.1,14.44,2691.27,Roller Cone,Halliburton,RIG-2,SOBM,2678.4,4898.49,177.82,85815.15078812682,7954.28,1742.09,45.39,7.64
WELL-1000,2010-08-20,ERROR,8.78,8.32,11.82,49.84,4177.01,PDC,Schlumberger,RIG-2,WBM,1642.41,4430.35,25.81,,1545.27,864.32,44.94,
WELL-1000,2010-08-21,2893,9.08,24.14,10.14,,1489.26,PDC,,RIG-2,OBM,2412.32,4241.56,162.02,188.05,6940.26,1615.59,142.27,57.01
WELL-1000,2010-08-22,2902,9.17,15.85,9.19,38.95,3662.33,Diamond Impregnated,Baker Hughes,RIG-5,WBM,1869.54,5278.53,52.1,162.07,540.85,1814.93,237.17,69.36
WELL-1000,2010-08-23,2914,8.71,21.74,NULL,15.89,2756.78,Diamond Impregnated,Nabors,,WBM,1482.67,2253.5,61.14,112.51,587.87,3012.27,,NULL
WELL-1000,2010-08-24,2038303.092470296,8.86,26.46,10.6,46.65,3029.51,Roller Cone,Nabors,RIG-4,WBM,1957.2,2540.13,35.53,142.33,913397.9798841941,4444.85,107.91,6756.645034760832
WELL-1000,2010-08-25,2945,8.87,24.55,9.07,25.14,2298.04,PDC,Nabors,RIG-3,WBM,1318.54,4989.88,33.96,167.6,2244.29,1235550.3664800883,181.14,60.56
WELL-1000,2010-08-26,2963,8.74,,12.22,42.2,3218.0,Diamond Impregnated,Halliburton,,OBM,1165.24,5437.48,163.38,184.86,8566.3,2334.5,,58.7
WELL-1000,2010-08-27,2968,11.35,17.06,10.24,5.43,2306.0,PDC,Nabors,RIG-3,SOBM,1188.99,3510686.4178016125,118.95,101.71,4147.88,4070.4,,18.05
WELL-1000,2010-08-28,2986,,26.02,9.87,18.71,1653.83,Roller Cone,Schlumberger,RIG-2,OBM,1431.22,2583.89,82.9,126.43,4008.16,4765.55,298.44,3.35
WELL-1000,2010-08-29,2991,10.53,14.61,11.04,ERROR,557.32,Diamond Impregnated,Nabors,RIG-1,SOBM,1461.8,4788.86,71.35,37243.79092143515,,4703.62,309.21,52.85
WELL-1000,2010-08-30,,9.77,ERROR,10.33,19.56,1674.95,Roller Cone,Baker Hughes,RIG-2,SOBM,2400.71,,NULL,73.09,7392.0,2923.05,107.72,70.65
WELL-1000,2010-08-31,3006,10.62,21.46,9.57,21.59,3104.88,Roller Cone,Nabors,RIG-3,WBM,2828.32,3045.11,42.38,158.78,4686.33,3537.48,277.16,58.16
WELL-1000,2010-09-01,,10.25,21.11,9.16,22.81,1451.41,Diamond Impregnated,Nabors,,WBM,XYZ,4932.8,126.96,99.09,8422.44,4341.03,208.23,79.14
WELL-1000,2010-09-02,3027,10.39,N/A,11.54,11.33,2139.69,Roller Cone,Schlumberger,RIG-5,,2639.33,2709.52,107.94,178.95,8398.76,3228.41,153.22,11144.026307100406
WELL-1000,2010-09-03,3043,10.25,7.98,10.41,16.59,,Roller Cone,Halliburton,RIG-4,SOBM,1229594.7087751005,5153.34,108.21,176.69,3885.58,2352.38,76797.28152474851,XYZ
WELL-1000,2010-09-04,3057,,28.66,NULL,0.91,3074.75,Diamond Impregnated,Halliburton,RIG-4,SOBM,1821.01,2897.76,119.93,111.63,,XYZ,183.95,89.39
WELL-1000,2010-09-05,3073,9.09,XYZ,9.42,27.33,2748.67,Diamond Impregnated,Halliburton,RIG-5,WBM,1124.54,ERROR,155.41,69.97,7466.7,2147.74,144.56,78.0
WELL-1000,2010-09-06,3090,8.86,5.4,9.45,11.48,2282.87,Roller Cone,Nabors,RIG-5,SOBM,1967.08,3319.57,157.38,136.36,2517.93,915.2,273.69,28.29
WELL-1000,2010-09-07,,10.4,10.31,12.17,2.03,3939.55,PDC,Nabors,RIG-2,OBM,ERROR,N/A,153.43,93.18,1699.24,2705.13,358.81,10.27
WELL-1000,2010-09-08,3126,9.95,8.89,11.67,96.7858738194916,2045.75,Roller Cone,Baker Hughes,RIG-5,WBM,,3234.86,48.08,74.8,,,45.66,2.31
WELL-1000,2010-09-09,3138,11.06,25.22,10.92,22.88,ERROR,Diamond Impregnated,Halliburton,,WBM,1620.73,5986.33,82.11,59.06,3247.74,2658921.708512082,133.84,37.59
WELL-1000,2010-09-10,3153,153.48454551757214,28.83,11.53,29.3,2677.97,Diamond Impregnated,Nabors,RIG-1,WBM,2148.98,ERROR,ERROR,92.97,3711.06,910.09,328.3,57.45
WELL-1000,2010-09-11,3163,10.89,29.94,9.96,ERROR,3578.11,,Schlumberger,RIG-1,SOBM,1297.06,3213.49,56.2,111.24,979.6,4735.51,76.09,39.38
WELL-1000,2010-09-12,3171,10.66,12856.972375259378,9.39,14.79,1482.57,PDC,Weatherford,RIG-4,OBM,2462.1,2900.84,34.15,,6437.46,590.06,43.76,NULL
WELL-1000,2010-09-13,3187,11.31,XYZ,9.35,26.83,ERROR,Diamond Impregnated,Baker Hughes,RIG-3,OBM,1430.94,3143.01,94.5,108.74,4961.0,2952.62,190.51,71.18
WELL-1000,2010-09-14,3203,9.06,19.27,11.14,5.55,3519.39,PDC,Baker Hughes,RIG-2,WBM,1071.81,4162.33,56.47,N/A,2414.56,1262.63,ERROR,68.39
WELL-1000,2010-09-15,3221,9.3,11.69,10.1,,923.71,Diamond Impregnated,Weatherford,RIG-4,SOBM,2001.97,,42.85,197.08,7428.02,515.5,273.44,36.73
WELL-1000,2010-09-16,NULL,9.26,29.49,11.07,9.54,3322.0,Diamond Impregnated,Schlumberger,RIG-5,SOBM,2288.21,766661.6158679602,10.1,67.51,1855.29,1340.19,266.65,
WELL-1000,2010-09-17,3246,8.86,16.25,11.31,37.94,1212.86,Diamond Impregnated,Baker Hughes,RIG-2,WBM,2592.86,2055.62,98.67,189.21,5410.31,1235.0,,NULL
WELL-1000,2010-09-18,,10.28,14.71,8.96,41.71,3271.03,Roller Cone,Nabors,RIG-4,WBM,,5624.02,21449.468806698653,169.51,5230.86,985.05,174.58,87.48
WELL-1000,2010-09-19,3266,9384.49333148238,20.69,10.29,2.61,4411.19,PDC,Nabors,RIG-5,SOBM,2875.52,,117.1,33234.50777516475,6584.11,3533.63,227.01,37.59
WELL-1000,2010-09-20,3275,9.27,NULL,9.12,48.43,3666.26,Diamond Impregnated,Baker Hughes,RIG-3,SOBM,2337.19,2070.41,134.9,113.38,4494.09,1775.82,250.28,39.32
WELL-1000,2010-09-21,3291,11.58,8.56,ERROR,29.68,1439.13,Diamond Impregnated,Halliburton,RIG-1,OBM,1372456.407831576,2221.71,162.83,134.41,6074.52,4729.33,,NULL
WELL-1000,2010-09-22,3309,,4468.621779944793,11.11,12.43,4204.57,Diamond Impregnated,Baker Hughes,RIG-1,WBM,1227.76,5567.01,43.32,,7497.66,534.5,98.97,64.19
WELL-1000,2010-09-23,3325,8.84,9.06,11.67,23.15,3751.82,Diamond Impregnated,Schlumberger,RIG-1,SOBM,2333.14,5966.09,131.97,199.47,,1442.64,NULL,65.95
WELL-1000,2010-09-24,3342,10.44,16.86,9.26,32.75,2845.92,PDC,Schlumberger,RIG-2,OBM,2708.99,5492.03,40020.5392839149,153.39,6559.46,4233.63,345.47,48.75
WELL-1000,2010-09-25,3358,8.8,5.49,10.89,N/A,176105.39692080428,Roller Cone,Schlumberger,RIG-4,OBM,2245.1,5910.74,100.43,106.72,,3519.19,187818.51398038186,10.76
WELL-1000,2010-09-26,3371,9.03,22.69,10.28,N/A,780.76,PDC,Baker Hughes,RIG-1,,2874.59,2724.95,13.09,52.1,7638581.382101712,4748.51,28.84,19.54
WELL-1000,2010-09-27,3389,9.09,24.68,9.82,23.5,2123.44,PDC,Nabors,RIG-2,SOBM,2342.57,4916.91,195.78,139.28,1801.11,3566.45,156.13,58333.36687814544
WELL-1000,2010-09-28,3408,ERROR,19.04,11.0,16.25,1608.71,Roller Cone,Weatherford,RIG-4,WBM,2617.01,XYZ,152.15,195.57,4111.69,2234.14,12128.464757386162,74.62
WELL-1000,2010-09-29,3419,3380.327770681778,17.64,9.19,13.24,3761.95,PDC,Nabors,RIG-5,WBM,NULL,5482.98,154.64,90.97,3309.27,2709.78,145.21,50.44
WELL-1000,2010-09-30,3425,11.43,24.9,8.76,14.28,NULL,PDC,Weatherford,RIG-3,WBM,1973.53,3864.66,,191.57,8537.11,815.17,75.59,40.6
WELL-1000,2010-10-01,3435,11.29,19.12,9.4,17.65,3317.43,Roller Cone,Weatherford,RIG-2,SOBM,2965.07,4133.49,105.59,71.61,NULL,1604.62,112.35,70.17
WELL-1000,2010-10-02,3442,11.66,18.6,9.73,31.66,676.71,,Halliburton,RIG-1,OBM,,3204.28,15.85,55.61,2119.92,1090.83,183.02,69.94
WELL-1000,2010-10-03,3447,9.41,6.38,10.22,3.48,3564.04,PDC,Schlumberger,RIG-3,SOBM,1479.07,5848.55,178.99,104016.40233832254,3393.43,888.03,220.63,15.45
WELL-1000,2010-10-04,3452,2633.810947180347,9.15,10.13,18.7,3916.21,Diamond Impregnated,Schlumberger,RIG-5,SOBM,2117.27,4463.64,16.55,188.02,9207.43,2874.97,274124.8558208797,35.6
WELL-1000,2010-10-05,3458,10.24,23.62,10.81,41.64,4315.07,Roller Cone,Baker Hughes,RIG-4,SOBM,2198.36,,63576.5705579253,107.07,,816.28,239.8,27.73
WELL-1000,2010-10-06,3470,11.31,7.9,9.56,23.0,2584.79,PDC,Schlumberger,RIG-5,SOBM,1880.77,4176.2,128.12,74.15,3257.5,2825.35,150.1,72.05
WELL-1000,2010-10-07,3490,10.67,29.63,11.61,,1406.05,PDC,Weatherford,RIG-5,WBM,,2168.06,72.9,183.43,2347.53,1243.14,208.49,14.26
WELL-1000,2010-10-08,3510,10.86,21.78,10.82,5.02,866.37,PDC,Weatherford,RIG-1,,2468.75,4861.13,97.54,193.52,8476.14,3621.12,211.41,62.93
WELL-1000,2010-10-09,ERROR,10.17,XYZ,8.6,17.5,1953.18,PDC,Schlumberger,RIG-4,SOBM,2640.87,2157.11,179.5,63.39,4856.33,3058.47,57.48,17.47
WELL-1000,2010-10-10,3541,10.53,10.73,9.84,15535.731508461155,4143.55,PDC,Weatherford,RIG-3,OBM,1611.53,3859.04,39.57,159.62,7176.48,2242.43,NULL,56.34
